id,userId,searchDate,networkCount,reason
8aa9e5cc-bcf9-4c16-a334-3e42764fe347,***,2026-07-18T22:18:31.787Z,2402,Investigation
9499c3c4-ec76-4019-a7b5-7055eafa0cf5,***,2026-07-19T17:06:49.378Z,6295,Investigation
2501775e-68a2-46cc-959e-407128c847c5,***,2026-07-19T17:48:57.657Z,2402,Investigation
906da7cc-f5fa-464e-b6e5-75ec1d4d2195,***,2026-07-20T14:31:47.469Z,1,Investigation
7d6287de-aa3b-4362-a0b9-02c2a07527ce,***,2026-07-20T17:45:11.996Z,2477,Investigation
6c8e4956-61a7-40d1-a2d2-667743134432,***,2026-07-20T18:11:13.439Z,2477,Investigation
3cf84bf8-4094-4ba9-81a6-319e1e13e2b9,***,2026-07-20T19:06:27.456Z,2477,Investigation
aa9289d6-881c-4712-98dd-611a0725b84a,***,2026-07-20T19:13:07.597Z,134,Investigation
89535c61-7ee0-4e32-bbd6-2c8a72f043cd,***,2026-07-20T20:31:42.730Z,2477,Investigation
bd471e25-c6f6-4ce9-a556-b661e5cc001e,***,2026-07-21T00:45:39.397Z,134,Investigation
edb0e69e-052b-44ed-9352-2d71b8e8564e,***,2026-07-21T01:13:00.958Z,134,Investigation
a554c9ac-7c25-487b-888c-3630f060f0a2,***,2026-07-21T02:23:05.005Z,134,Investigation
2d3206f6-1b7c-4160-a9bf-a11f3794eb8a,***,2026-07-21T03:51:51.745Z,134,Investigation
647f92f2-349a-4109-be3e-eefa71cf19bf,***,2026-07-21T06:55:09.013Z,134,Investigation
4fd946f3-7fa2-484a-bf8c-8dd3ffee0643,***,2026-07-21T16:33:27.647Z,2473,Investigation
7013a196-95ac-4199-9b40-49eb3746377a,***,2026-07-21T19:29:25.424Z,134,Investigation
a8e7b77b-9410-4dac-8816-7e5ce475fec3,***,2026-07-21T20:02:53.986Z,134,Investigation
6d787467-0c04-427c-badc-5e8f84444411,***,2026-07-22T01:20:53.198Z,1,Investigation
b07bb9ff-0256-4a9d-b99a-73aa8661407e,***,2026-07-22T03:11:01.038Z,134,Investigation
5aa2f686-e399-4ef8-bacf-95b7b9776a39,***,2026-07-22T04:18:29.079Z,134,Investigation
c147de96-9581-4055-b3b7-74bba4baae93,***,2026-07-22T11:59:41.104Z,134,Investigation
2c06c396-0bd6-41ee-b78b-ff87ea6b8c74,***,2026-07-22T12:00:14.395Z,134,Investigation
742f6aae-47f6-4761-91aa-3133aaf0da53,***,2026-07-22T18:10:39.513Z,2471,Investigation
13db4088-e467-4b50-ba72-560d7e92a930,***,2026-07-22T20:20:22.035Z,1,Investigation
38a1f867-a21c-4862-bcdc-1459a9a11e87,***,2026-07-22T20:34:22.226Z,6295,Investigation
9dcb9712-a402-4978-9878-384f1f176c59,***,2026-07-22T20:40:35.297Z,2470,Investigation
49710bb1-3622-4c23-ad0f-db8da4e61a98,***,2026-07-22T21:21:50.370Z,1,Investigation
82e62361-08cd-400c-b09e-7cb6e14ca297,***,2026-07-22T21:35:50.542Z,2470,Investigation
1208725c-a13a-4db7-aa9f-45baca12ef96,***,2026-07-22T22:07:36.567Z,2470,Investigation
d253e75c-dac9-4813-933b-7a3db3d89400,***,2026-07-23T03:36:58.517Z,134,Investigation
7a990efe-e7e4-45eb-a5a8-2f0c29bfe0f1,***,2026-07-23T13:29:28.299Z,1,Investigation
198ef9c1-5edd-457d-bc13-942cd2313c7b,***,2026-07-23T13:54:17.754Z,2469,Investigation
85ad867a-2200-4a02-a15c-1c0274733286,***,2026-07-23T14:00:06.787Z,2470,Investigation
c068c72c-e44d-45cc-9dcd-b13f8db39267,***,2026-07-23T18:26:05.369Z,1,Investigation
bb092aeb-4628-4616-b6fc-fdc1ea1eaea1,***,2026-07-23T18:36:37.785Z,134,Investigation
7d02e6c8-cdaf-49a6-9fa0-c070a77e6d72,***,2026-07-23T19:00:03.452Z,1,Investigation
e3884ec7-4db9-4f9a-af63-7e4b73a1eb1c,***,2026-07-23T21:41:25.287Z,134,Investigation
eeeea21a-1c2c-4767-b8d4-3413a876a0f4,***,2026-07-23T21:48:12.722Z,1,Investigation
f47c7474-d549-48f1-a091-acbc6e34324b,***,2026-07-23T22:36:21.754Z,1,Investigation
66de7d94-86b6-4bdf-8338-3d761eb89049,***,2026-07-23T22:51:40.358Z,134,Investigation
1c9ef2bf-6ab6-499b-9820-9111bb920eb0,***,2026-07-23T23:07:06.133Z,1,Investigation
79987b11-a74a-42b4-90a2-6b5e60a53f0c,***,2026-07-24T01:46:30.983Z,6285,Investigation
c07775fa-a8ac-4405-9435-8b8be9d71378,***,2026-07-24T10:02:22.668Z,2467,Investigation
8480fe5a-8d58-4315-9acd-ad3e40d399da,***,2026-07-24T16:11:34.547Z,1,Investigation
e104643f-8149-4e4b-8075-1689bc0ec12f,***,2026-07-24T16:14:15.085Z,6286,Investigation
f0e6d690-557b-4742-81c9-792682fa664c,***,2026-07-24T17:01:47.090Z,1,Investigation
0a86a2aa-9b13-4ea7-90a4-f5c3d92de04a,***,2026-07-24T18:23:11.387Z,6286,Investigation
b04b9459-1407-41fe-bf80-81ffc441b0fd,***,2026-07-24T18:39:44.346Z,6286,Investigation
0dd73e1d-db44-4e99-92bc-aff7945c90fa,***,2026-07-24T19:00:00.559Z,1,Investigation
9b8d5823-5771-4a43-b401-76fba4f942b3,***,2026-07-24T19:15:25.669Z,6286,Investigation
6858a529-40f5-45db-86ba-50e95dd9daff,***,2026-07-24T19:24:19.360Z,1,Investigation
69891a23-6b25-488f-9e4e-0b1a8ef81a58,***,2026-07-24T19:40:16.274Z,2467,Investigation
15ca4a7c-ab68-4689-929d-35e1468e23bd,***,2026-07-24T20:59:39.757Z,6286,Investigation
4462747e-2941-4ab4-8988-ebb795a740d3,***,2026-07-24T21:00:56.726Z,6286,Investigation
18e7b175-c29d-4f96-b7de-b20a0f514a2c,***,2026-07-25T02:57:35.557Z,6286,Investigation
5a926a95-2ee7-4f0b-aa79-99d0925d1de1,***,2026-07-26T15:35:14.647Z,2466,Investigation
a47d274c-a14e-409e-9493-786a2e5e9dc0,***,2026-07-27T16:47:16.429Z,1,Investigation
df0d125b-77c2-4a90-8b67-99c37bf8ed9a,***,2026-07-27T18:53:58.638Z,134,Investigation
0ecc6de9-39e9-450d-a5bc-09448c3d7787,***,2026-07-27T19:04:47.952Z,2464,Investigation
16b819df-7d90-4284-99cf-3be01b7d55fd,***,2026-07-27T19:08:25.012Z,134,Investigation
36418529-b099-42db-91fe-cd6ea7920401,***,2026-07-27T19:51:20.505Z,2463,Investigation
10727236-77ed-4f8f-8f91-1fbfffae8f4f,***,2026-07-28T00:04:33.572Z,2463,Investigation
052dcf60-e048-46ca-9e1f-7be3ba75793d,***,2026-07-28T00:05:20.911Z,1,Investigation
67352b9d-ffc4-4482-b97f-072e7e819bd0,***,2026-07-28T15:46:02.031Z,6282,Investigation
b1d1df3d-3a1a-4d32-8bdb-20df2970575f,***,2026-07-28T16:20:27.745Z,6282,Investigation
52ae5d69-d9e0-4845-8c7d-4511137a9474,***,2026-07-28T18:18:37.630Z,2385,Investigation
c20faed3-a14c-48e9-b742-3d2b48c30028,***,2026-07-28T18:46:08.342Z,2463,Investigation
aa2300a4-e943-40ee-a981-939221e54efd,***,2026-07-28T20:55:35.562Z,1,Investigation
fcfa11f1-ac0d-4f69-9df2-31187fc7d445,***,2026-07-29T12:45:48.791Z,2459,Investigation
3448bc1a-b600-4474-bf3e-72bccae5fb1f,***,2026-07-29T13:05:49.334Z,2459,Investigation
15af6e43-8113-40f2-8d29-6c22457f0ce1,***,2026-07-29T19:55:56.353Z,134,Investigation
8d16f41f-22b9-4530-b2c9-bd9ad3f484b9,***,2026-07-29T23:43:54.739Z,134,Investigation
42a33544-3ab2-4caa-9fc3-3ef995ab2e94,***,2026-07-30T14:04:11.763Z,2454,Investigation
cf0ea2c0-149e-45cc-8b72-cd04b87aa653,***,2026-07-30T14:09:03.861Z,134,Investigation
aa3554cf-e8da-4123-9bd4-be7cffb8ab7b,***,2026-07-30T16:47:33.304Z,2376,Investigation
3b78ece0-832e-4b53-b720-6266df81a70c,***,2026-07-30T17:06:12.692Z,1,Investigation
31bf058b-d0e4-4d30-98a0-0563eb6e069e,***,2026-07-30T18:03:38.087Z,2453,Investigation
d21a35a2-77a9-42e0-a22f-1067da6b3d40,***,2026-07-31T00:18:35.846Z,134,Investigation
31305ed3-09f3-422b-ad92-8b02ca0f9d74,***,2026-07-31T13:33:13.601Z,2449,Investigation
0c38a559-6002-405e-8091-9f135d14db91,***,2026-07-31T14:34:33.729Z,1,Investigation
60a585dc-83ae-424f-9f19-10f75e60f160,***,2026-07-31T15:05:29.955Z,1,Investigation
6c8e8c5b-04d9-4c9c-ae85-27e23ba2adc7,***,2026-07-31T16:08:42.534Z,134,Investigation
f3fd3a32-0220-46e3-ae8f-f5732fd84742,***,2026-07-31T17:42:45.857Z,2371,Investigation
bf6bd8ff-1074-44d8-8952-1368ddb77197,***,2026-08-01T03:18:33.703Z,2446,Investigation
3441dec7-cb3a-4579-a004-41d6cea0020b,***,2026-08-01T03:39:52.664Z,134,Investigation
93cd5cd2-90a5-41c8-be55-3e93b513e377,***,2026-08-01T04:08:48.858Z,1,Investigation
e73e503b-29d8-4533-a64f-1bf74a34df93,***,2026-08-02T11:14:37.249Z,2363,Investigation
bc1385c9-46a9-45d0-b090-8b390b0c3c3b,***,2026-08-03T12:07:16.740Z,2440,Investigation
7f295e06-f607-475b-a4c7-3c05b8fc71b2,***,2026-08-03T15:21:46.963Z,2438,Investigation
0bf3f4ae-f130-46c4-96f1-637fbc6dcefd,***,2026-08-03T15:57:16.606Z,2438,Investigation
73b0249a-7b70-437b-a756-eb7f56f9985d,***,2026-08-03T15:58:50.818Z,2438,Investigation
ab0f83ff-9fd0-465d-8a2b-53882fc16ff7,***,2026-08-03T16:13:04.355Z,2438,Investigation
b6384253-a054-4011-9a54-06e8fcd3ee0a,***,2026-08-03T16:57:13.886Z,2438,Investigation
b1adf5b1-e8de-44df-bd23-53250bcebf23,***,2026-08-03T17:15:04.120Z,2438,Investigation
43377ee9-2f74-4b49-a602-1a964fc1c218,***,2026-08-03T18:52:43.513Z,2438,Investigation
ff2fad2e-8544-465e-97ad-928ad511323b,***,2026-08-03T19:03:45.046Z,2437,Investigation
cf5a1103-ff88-42e3-9980-17cd627170fc,***,2026-08-03T20:18:34.271Z,2436,Investigation
37536a60-c069-45da-b7a3-368fe461607d,***,2026-08-03T20:43:25.189Z,2436,Investigation
6b72ba68-856a-4a63-824b-64e9a25ec374,***,2026-08-03T21:09:14.095Z,2436,Investigation
eb67f13b-35e0-41b4-8f30-a65c011bc1f5,***,2026-08-03T22:08:22.986Z,2436,Investigation
0fd4f3e7-278e-4aa8-a3ca-47ee6a2cb8d5,***,2026-08-04T10:00:07.867Z,2435,Investigation
674a816b-9b14-429e-9642-b8c51bac9c08,***,2026-08-04T12:21:22.790Z,2435,Investigation
7a59cf24-ab31-4cb6-9f67-8741e1948935,***,2026-08-04T21:52:18.018Z,1,Investigation
f66f207f-47ba-40de-8248-db4b049f07b3,***,2026-08-04T22:04:16.287Z,1,Investigation
54fa730e-6e79-4227-a23b-8344fe06877d,***,2026-08-05T02:20:55.203Z,135,Investigation
eb0c57cd-f910-4dfa-a5ed-14e562a1b0dd,***,2026-08-05T06:50:59.574Z,1,Investigation
7a3b0d8a-cf01-4ce2-af9c-7be760e65907,***,2026-08-05T17:56:12.148Z,2430,Investigation
70dd65b9-c602-4532-8806-8773790af6bd,***,2026-08-05T20:30:30.980Z,2430,Investigation
a38d6874-9132-487c-83da-bbd808b7a4c7,***,2026-08-05T21:09:28.106Z,135,Investigation
c193c6e2-ce3d-45f7-9498-c3a0e44c94e6,***,2026-08-05T22:04:16.718Z,135,Investigation
053d975e-dc9f-4027-9c1e-a0f2311f6dd4,***,2026-08-05T22:04:48.276Z,2430,Investigation
e3ee1cfa-9568-4889-8af3-aeaa50254fa6,***,2026-08-06T04:53:44.871Z,2354,Investigation
8e9e64fb-d7bf-473f-8a71-e9c48906754c,***,2026-08-06T15:39:56.144Z,2348,Investigation
5c85240d-b7ca-44a8-babd-f057835ba8f4,***,2026-08-06T18:40:05.206Z,135,Investigation
5cda4bfe-b438-4af4-8788-6748f5a3c91a,***,2026-08-06T18:55:25.762Z,2424,Investigation
cfb9f2b0-ce07-4eda-b3f6-f9e75bc9ced7,***,2026-08-07T03:53:25.135Z,134,Investigation
7cba2c58-5926-4a3a-bbfe-b66a8c31981c,***,2026-08-07T14:15:16.157Z,2420,Investigation
a4021d4b-cdbf-4b74-9db2-45b83a5739be,***,2026-08-07T15:01:08.588Z,134,Investigation
fac8ca28-2090-49b1-a3e3-aa8cfab4e2b3,***,2026-08-07T16:54:04.583Z,6250,Investigation
710c9e64-764a-4bc9-bea7-bf9e3a1bea60,***,2026-08-07T19:34:37.224Z,2342,Investigation
22413e44-89fa-4788-bc4e-14f9d2f5f7cc,***,2026-08-07T20:50:29.205Z,1,Investigation
02653d7e-50db-4d20-b3dc-591ec3725b64,***,2026-08-07T20:58:49.667Z,1,Investigation
5bec9790-8309-471d-9c6b-53f64d0f88cc,***,2026-08-07T21:03:12.413Z,1,Investigation
6fca8b88-b5b9-4789-891d-4ca7a69ce9b3,***,2026-08-07T21:31:36.367Z,133,Investigation
a1ce58e5-bf06-409f-87a2-5ca244a08327,***,2026-08-07T21:54:09.897Z,133,Investigation
c9fec36a-fc4c-412b-97c9-62cac9411eb8,***,2026-08-08T00:13:29.784Z,2418,Investigation
3cdb53e8-ba3a-4dff-8432-b651f876300a,***,2026-08-08T02:13:30.288Z,1,Investigation
b222511b-0e92-408e-acbe-3018bcb32402,***,2026-08-08T20:47:14.495Z,2418,Investigation
f6df302b-0b01-41bd-b012-bda893851bb1,***,2026-08-08T23:51:55.430Z,1,Investigation
1333c9c7-a6bc-444c-b9dd-2cc5dd0772f8,***,2026-08-09T12:47:09.568Z,2418,Investigation
f601cf8f-346a-4cfa-aa76-29324f7b2fdd,***,2026-08-09T23:00:49.565Z,6248,Investigation
